FOLIO INSTITUCIONAL,MÓDULO,FOLIO DE MÓDULO,SEMANA,ESTACIÓN,LÍNEA,FECHA,DÍA,MES,HORA DE AGRESIÓN,HORA DE ATENCIÓN,HORA DE CIERRE DE ATENCIÓN,DESCRIPCIÓN,MODO DE ACCIÓN,DELITO,LUGAR DE LOS HECHOS,SEXO,EDAD,OCUPACIÓN ESPECÍFICA,OCUPACIÓN GENERAL,ESCOLARIDAD DE LA VICTIMA,DELEGACIÓN O MUNICIPIO,ESTADO,SEXO AGRESOR,EDAD  AGRESOR,OCUPACIÓN ESPECÍFICA 2,OCUPACIÓN GENERAL 2,ESCOLARIDAD,DELEGACIÓN O MUNICIPIO 2,ESTADO2,SIN DETENIDO,OBSERVACIONES,OBSTÁCULOS DE COLABORACIÒN,AUTORIDAD,CORPORACION REMITENTE
2214,BALDERAS,B-101,DEL 27 AL 31 DE OCTUBRE DE 2014,FUERA DE LAS INSTALACIONES DEL STC (ABORDO DE VEHÍCULO PARTICULAR),FUERA DE LAS INSTALACIONES DEL STC (ABORDO DE VEHÍCULO PARTICULAR),27 DE OCTUBRE DE 2014,LUNES,OCTUBRE,18:30 DEL  10/10/2014,12:11,19:33,VIOLACIÓN,PERSISTENTE Y VIOLENTO,VIOLACIÓN,FUERA DE LAS INSTALACIONES DEL STC (ABORDO DE VEHÍCULO PARTICULAR),MUJER,15,ESTUDIANTE,ESTUDIANTE,BACHILLERATO,DELEGACIÓN ALVARO OBREGÓN,DF,HOMBRE/HOMBRE/HOMBRE,24 Y 26/ SIN DATO,ESTUDIANTE/POLICIA /SIN DATO,ESTUDIANTE/SERVIDOR PÚBLICO/SIN DATO,BACHILLERATO/SIN DATO/SIN DATO,DELEGACIÓN AZCAPOTZALCO/SIN DATO/SIN DATO,DF/SIN DATO/SIN DATO,SIN DETENIDO,"SON TRES AGRESORES DE APROXIMADAMENTE 24 A 26 AÑOS, UNO ES POLICIA, LOS DATOS",NO SE PUDO INICIAR LA AP. RELACIONADA TODA VEZ QUE REFIEREN LA DUPLIC IDAD,FDS,SIN DETENIDO
2215,GUERRERO,G-011,DEL 27 AL 31 DE OCTUBRE DE 2014,FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VÍCTIMA),FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VÍCTIMA),28 DE OCTUBRE DE 2014,MARTES,OCTUBRE,10:05,10:57,19:40,VIOLENCIA FAMILIAR Y AMENAZAS,NEGANDO LOS HECHOS,VIOLENCIA FAMILIAR,FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VÍCTIMA),MUJER,43,DESEMPLEADA,DESEMPLEADA,SECUNDARIA,DELEGACIÓN CUAUHTÉMOC,DF,HOMBRE,40,PROFESOR,EMPLEADO,LICENCIATURA,DELEGACIÓN GUSTAVO A MADERO,DF,SIN DETENIDO,NINGUNA,NINGUNO,OTRA INSTANCIA (CAVI),SIN DETENIDO
2216,BALDERAS,B-102,DEL 27 AL 31 DE OCTUBRE DE 2014,SALTO DEL AGUA,1,29 DE OCTUBRE DE 2014,MIERCOLES,OCTUBRE,14:35,15:11,22:28,TOCAMIENTO EN GLÚTEO DERECHO,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,ANDEN,MUJER,19,EMPLEADA,EMPLEADA,PREPARATORIA,MUNICIPIO DE ECATEPEC,ESTADO DE MÉXICO,HOMBRE,38,COMERCIANTE,COMERCIANTE,SIN ESTUDIOS,MUNICIPIO DE NEZAHUALCOYOTL,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PBI
2217,BALDERAS,B-103,DEL 27 AL 31 DE OCTUBRE DE 2014,SALTO DEL AGUA,8,29 DE OCTUBRE DE 2014,MIERCOLES,OCTUBRE,16:40,17:23,19:20,VEJACIONES (AGRESIÓN VERBAL),PERSISTENTE Y VIOLENTA,ABUSO SEXUAL,PASILLO DE CORRESPONDENCIA,MUJER,31,ABOGADA,PROFESIONISTA POR SU CUENTA,PROFESIONAL,DELEGACIÓN IZTAPALAPA,DF,HOMBRE,27,COMERCIANTE,COMERCIANTE,PREPARATORIA,MUNICIPIO LOS REYES LA PAZ,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,JC,PA
2218,HIDALGO,H-088,DEL 27 AL 31 DE OCTUBRE DE 2014,SAN COSME,2,31  DE OCTUBRE DE 2014,VIERNES,OCTUBRE,08:10,09:52,19:30,TOCAMIENTO EN AREA PÚBICA,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,INTERIOR DE VAGÓN,MUJER,16,ESTUDIANTE,ESTUDIANTE,BACHILLERATO,MUNICIPIO DE NEZAHUALCOYOTL,ESTADO DE MÉXICO,HOMBRE,62,POLICIA,SERVIDOR PÚBLICO,PREPARA,MUNICIPIO DE ECATEPEC,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PBI
2219,HIDALGO,H-089,DEL 27 AL 31 DE OCTUBRE DE 2014,PINO SUÁREZ,1,03 DE NOVIEMBRE DE 2014,LUNES,NOVIEMBRE,07:45,08:10,08:40,TOCAMIENTO EN GLÚTEO,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,TERCER VAGÓN,MUJER,35,EMPLEADA,EMPLEADA,NINGUNO,MUNICIPIO DE CHIMALHUACAN,ESTADO DE MÉXICO,HOMBRE,36,OFICIO,EMPLEADO,PRIMARIA,MUNICIPIO VALLE DE CHALCO,ESTADO DE MÉXICO,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,PBI
2220,PANTITLÁN,P-033,DEL 27 AL 31 DE OCTUBRE DE 2014,PANTITLÁN,5,05 DE NOVIEMBRE DE 2014,MIERCOLES,NOVIEMBRE,21:00 DEL 01/11/2014,09:35,00:30,VIOLENCIA FAMILIAR (AGRESIÓN VERBAL),AGRESIVA VERBAL Y FÍSICAMENTE,VIOLENCIA FAMILIAR,PASILLO DE CORRESPONDENCIA,MUJER,22,COMERCIANTE,COMERCIANTE,SECUNDARIA,MUNICIPIO VALLE DE CHALCO,ESTADO DE MÉXICO,HOMBRE,22,COMERCIANTE,COMERCIANTE,SIN ESTUDIOS,MUNICIPIO DE CHIMALHUACAN,ESTADO DE MÉXICO,SIN DETENIDO,NINGUNA,NINGUNO,OTRA INSTANCIA (MP PANTITLÁN),SIN DETENIDO
2221,PANTITLÁN,P-034,DEL 03 AL 07 DE NOVIEMBRE DE 2014 , PEÑON VIEJO,A,07 DE NOVIEMBRE DE 2014,VIERNES,NOVIEMBRE,06:40,08:50,18:05,TOCAMIENTO EN PIERNAS Y AREA PUBICA,PERSISTENTE Y POCO AGRESIVO,ABUSO SEXUAL,TERCER VAGÓN,MUJER,20,ESTUDIANTE,ESTUDIANTE,PROFESIONAL,MUNUCIPIO DE LOS REYES LA PAZ,ESTADO DE MÉXICO,HOMBRE,34,OBRERO,EMPLEADO,SECUNDARIA,MUNICIPIO DE IXTAPALUCA,ESTADO DE MÉXICO,NA,NINGUNA,EL PERSONAL DE LA SSP SE NEGO  A TRANSLADAR AL PROBABLE ARGUMENTANDO QUE LAS OFICINAS DE LA FDS QUEDABAN MUY LEJOS TENIENDO QUE SOLICITAR NUEVAMENTE APOYO DE OTRA UNIDAD LO QUE MOTIVO EL RETRASO EN EL TRANSLADO DEL PROBABLE,FDS,PA
2222,HIDALGO,H-090,DEL 03 AL 07 DE NOVIEMBRE DE 2014 ,ATLALILCO,12,07 DE NOVIEMBRE DE 2014,VIERNES,NOVIEMBRE,07:40,08:50,13:50,TOCAMIENTO EN GLÚTEOS,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,INTERIOR DE VAGÓN,MUJER,34,EMPLEADA,EMPLEADA,PREPARATORIA,DELEGACIÓN IZTAPALAPA,DF,HOMBRE,54,EMPLEADO,EMPLEADO,UNIVERSIDAD,DELEGACIÓN IZTAPALAPA,DF,NA,NINGUNA,NINGUNO,FDS,PBI
2223,HIDALGO,H-091,DEL 03 AL 07 DE NOVIEMBRE DE 2014 ,JUÁREZ,3,11 DE NOVIEMBRE DE 2014,MARTES,NOVIEMBRE,18:45,19:55,21:00,TOCAMIENTOEN ÁREAPÚBICA Y GLÚTEO,PERSISTENTENTE Y VIOLENTA,ABUSO SEXUAL,VAGÓN CENTRAL,MUJER,19,EMPLEADA,EMPLEADA,PREPARATORIA,MUNICIPIO DE NAUCALPAN,ESTADO DE MÉXICO,HOMBRE,28,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DETENIDO,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,PA
2224,PANTITLÁN,P-035,DEL 03 AL 07 DE NOVIEMBRE DE 2014 ,AGRICOLAORIENTAL,A,12 DE NOVIEMBRE DE 2014,MIERCOLES,NOVIEMBRE,07:50,08:30,13:45,FRICCIÓN DE PENE EN GLÚTEOS,PERSISTENTENTE Y POCO AGRESIVA,ABUSO SEXUAL,PRIMER VGÓN,MUJER,33,EMPLEADA,EMPLEADA,PROFESIONAL,DELEGACIÓN IZTAPALAPA,DF,HOMBRE,52,EMPLEADO,EMPLEADO,SIN INSTRUCCIÓN ESCOLAR,MUNICIPIO VALLE DE CHALCO,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PA
2225,PANTITLÁN,P-036,DEL 10 AL 14 DE NOVIEMBRE DE 2014,ZARAGOZA,1,13 DE NOVIEMBRE DE 2014,JUEVES,NOVIEMBRE,10:30,11:07,20:38,TOCAMIENTOEN GLUTEOS,RÁPIDA Y VIOLENTA,ABUSO SEXUAL,ESCALERAS FIJAS(DE LA PASARELA),MUJER,25,EMPLEADA,EMPLEADA,PROFESIONAL,MUNICIPIO DE CHALCO,ESTADO DE MÉXICO,HOMBRE,18,EMPLEADO,EMPLEADO,SECUNDARIA,SAN VICENTE CHICOLOAPAN,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PBI
2226,HIDALGO,H-092,DEL 10 AL 14 DE NOVIEMBRE DE 2014,HIDALGO,3,13 DE NOVIEMBRE DE 2014,JUEVES,NOVIEMBRE,17:20,17:35,20:53,FRICCIÓN DE PENE EN GLÚTEOS,RÁPIDA Y VIOLENTA,ABUSO SEXUAL,ESCALERAS ELECTRICAS,MUJER,28,MODELO,EMPLEADA,PROFESIONAL,DELEGACIÓN CUAUHTÉMOC,DF,HOMBRE,22,ESTUDIANTE,ESTUDIANTE,LICENCIATURA,MUNICIPIO DE NAUCALPAN,ESTADO DE MÉXICO,NA,LA VÍCTIMA SE RESERVO SU DERECHO A PRESENTAR FORMAL QUERELLA EN LA FDS,NINGUNO,DC,PA
2227,BALDERAS,B-104,DEL 10 AL 14 DE NOVIEMBRE DE 2014,CENTRO MÉDICO,3,14 DE NOVIEMBRE DE 2014,VIERNES,NOVIEMBRE,08:30,10:45,22:00,TOCAMIENTO EN AREA PÚBICA,RAPIDA Y VIOLENTA,ABUSO SEXUAL,INTERIOR DE VAGÓN,MUJER,26,EMPLEADA,EMPLEADA,PROFESIONAL,DELEGACIÓN VENUSTIANO CARRANZA,DF,HOMBRE,57,PLOMERO,OFICIO,PRIMARIA,DELEGACIÓN CUAJIMALPA,DF,NA,NINGUNA,NINGUNO,FDS,PBI
2228,BALDERAS,B-105,DEL 10 AL 14 DE NOVIEMBRE DE 2014,SALTO DEL AGUA,1,14 DE NOVIEMBRE DE 2014,VIERNES,NOVIEMBRE,11:05,11:20,22:04,TOCAMIENTO EN GLÚTEO DERECHO,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,PASILLO DE CORRESPONDENCIA,MUJER,28,ABOGADA,PROFESIONISTA POR SU CUENTA,PROFESIONAL,DELEGACIÓN IZTAPALAPA,DF,HOMBRE,29,EMPLEADO,EMPLEADO,SECUNDARIA,MUNICIPIO DE TEXCOCO,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PBI
2229,HIDALGO,H-093,DEL 10 AL 14 DE NOVIEMBRE DE 2014,BELLAS ARTES,2,14 DE NOVIEMBRE DE 2014,VIERNES,NOVIEMBRE,19:40,19:56,04:40 DELDIA 15/11/2014,TOCAMIENTO DE  MUSLO DERECHO,RÁPIDA Y VIOLENTA,ABUSO SEXUAL,CUARTO VAGÓN,MUJER,24,ESTUDIANTE,ESTUDIANTE,PROFESIONAL,DELEGACIÓN IZTAPALAPA,DF,HOMBRE,31,EMPLEADO,SERVIDOR PÚBLICO,BACHILLERATO,MUNICIPIO DE NAUCALPAN,ESTADO DE MÉXICO,NA,INICIALMENTE LA VÍCTIMA SE HABÍA RESERVADO EL DERECHO A PRESENTAR FORMAL QUERELLA EN EL MÓDULO,NINGUNO,FDS,PBI
2230,BALDERAS,B-106,DEL 10 AL 14 DE NOVIEMBRE DE 2014,INDIOS VERDES,3,24 DE NOVIEMBRE DE 2014,LUNES,NOVIEMBRE,09:20,10:27,21:07,TOCAMIENTO EN ENTREPIERNAS,PERSISTENTE Y VIOLENTA,ABUSO SEXUAL,SEGUNDO VAGÓN ,MUJER,22,EMPLEADA,EMPLEADA,PREPARATORIA,MUNICIPIO DE COACALCO,ESTADO DE MÉXICO,HOMBRE,26,EMPLEADO,EMPLEADO,PREPARATORIA,MUNICIPIO DE ECATEPEC,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PA
2231,HIDALGO,H-094,DEL 10 AL 14 DE NOVIEMBRE DE 2014,HIDALGO,3,24 DE NOVIEMBRE DE 2014,LUNES,NOVIEMBRE,09:40,10:15,17:30,TOCAMIENTO EN GLÚTEO,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,VAGÓN CENTRAL,MUJER,32,ESTUDIANTE,ESTUDIANTE,PROFESIONAL,DELEGACIÓN GUSTAVO A MADERO,DF,HOMBRE,24,ELECTRICISTA,OFICIO,BACHILLERATO,MUNICIPIO DE ECATEPEC,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PA
2232,BALDERAS,B-107,DEL 24 AL 28 DE NOVIEMBRE DE 2014,LÁZARO CARDENAS,9,24 DE NOVIEMBRE DE 2014,LUNES,NOVIEMBRE,14:15,15:11,00:44,TOCAMIENTO EN GLÚTEOS,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,TERCER VAGÓN,MUJER,22,ESTUDIANTE,ESTUDIANTE,PROFESIONAL,DELEGACIÓN IZTACALCO,DF,HOMBRE,26,COMERCIANTE,COMERCIANTE,PREPARATORIA,MUNICIPIO DE TULTITLÁN,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PA
2233,HIDALGO,H-095,DEL 24 AL 28 DE NOVIEMBRE DE 2014,FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VÍCTIMA HOTEL COLONIA GUERRERO DELEGACIÓN CUAUHTÉMOC),FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VÍCTIMA HOTEL COLONIA GUERRERO DELEGACIÓN CUAUHTÉMOC),25 DE NOVIEMBRE DE 2014,MARTES,NOVIEMBRE,02:00 DEL 22/11/2014,14:34,21:45,VIOLENCIA FAMILIA ( AGRESIÓN VERBAL Y FÍSICA),AGRESIVA VERBAL Y FÍSICAMENTE,VIOLENCIA FAMILIAR,FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VÍCTIMA HOTEL COLONIA GUERRERO DELEGACIÓN CUAUHTÉMOC),MUJER,28,COMERCIANTE,COMERCIANTE,SECUNDARIA,DELEGACIÓN CUAUHTÉMOC,DF,HOMBRE,21,COMERCIANTE,COMERCIANTE,PRIMARIA,SIN DATO,SIN DATO,SIN DETENIDO,NINGUNA,NINGUNO,OTRA INSTANCIA (FPF),SIN DETENIDO
2234,HIDALGO,H-096,DEL 24 AL 28 DE NOVIEMBRE DE 2014,BELLAS ARTES,2,25 DE NOVIEMBRE DE 2014,MARTES,NOVIEMBRE,15:00,15:40,02:08,FROTAMIENTO DE PENE EN GLÚTEOS ,PERSISTENTE Y VIOLENTA,ABUSO SEXUAL,VAGÓN CENTRAL,MUJER,25,EMPLEADA,EMPLEADA,PREPARATORIA,DELEGACIÓN COYOACAN,DF,HOMBRE,16,SIN DATO,SIN DATO,SECUNDARIA,DELEGACIÓN IZTAPALAPA,DF,NA,LA VÍCTIMA SE RESERVO SU DERECHO A PRESENTAR FORMAL QUERELLA EN LA FDS,NINGUNO,DC,PA
2235,BALDERAS,B-108,DEL 24 AL 28 DE NOVIEMBRE DE 2014,VIADUCTO,2,26 DE NOVIEMBRE DE 2014,MIERCOLES,NOVIEMBRE,08:40,09:57,17:38,TOCAMIENTO Y FRICCIÓN DE PENE EN GLÚTEOS,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,VAGÓN CENTRAL,MUJER,12,ESTUDIANTE,ESTUDIANTE,SECUNDARIA,DELEGACIÓN BENITO JUÁREZ,DF,HOMBRE,31,ALBAÑIL,OFICIO,SECUNDARIA,MUNICIPIO DE IXTAPALUCA,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PBI
2236,HIDALGO,H-097,DEL 24 AL 28 DE NOVIEMBRE DE 2014,BELLAS ARTES,8,26 DE NOVIEMBRE DE 2014,MIERCOLES,NOVIEMBRE,14:35,14:50,03:00 DEL 27/11/2014 ,TOCAMIENTO EN AREA PÚBICA,RÁPIDA Y VIOLENTA,ABUSO SEXUAL,INTERIOR DE VAGON,MUJER,43,COMERCIANTE,COMERCIANTE,PRIMARIA,MUNICIPIO VALLE DE CHALCO,ESTADO DEMÉXICO,HOMBRE,35,MÉDICO FAMILIAR,MÉDICO,PROFESIONAL,MUNICIPIO DE TECAMAC,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PBI
2237,BALDERAS,B-109,DEL 24 AL 28 DE NOVIEMBRE DE 2014,JUÁREZ,3,27 DE NOVIEMBRE DE 2014,JUEVES,NOVIEMBRE,09:10,09:20,18:55,TOCAMIENTO EN ÁREA PÚBICA,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,VAGÓN CENTRAL,MUJER,23,EMPLEADA,EMPLEADA,PROFESIONAL,DELEGACIÓN AZCAPOTZALCO,DF,HOMBRE,50,DESEMPLEADO,DESEMPLEADO,LICENCIATURA,DELEGACIÓN COYOACÁN,DF,NA,NINGUNA,DILACIÓN DEL PROCEDIMIENTO POR PARTE DE LA FISCALÍA CENTRAL,FDS,PBI
2238,PANTITLÁN,P-037,DEL 24 AL 28 DE NOVIEMBRE DE 2014,CANAL DE SAN JUAN,A,27 DE NOVIEMBRE DE 2014,JUEVES,NOVIEMBRE,10:00,11:10,13:05,TOMA DE FOTOGRAFIA Y VIDEO,PERSISTENTE Y POCO AGRESIVA,ACOSO SEXUAL,INTERIOR DE VAGÓN,MUJER,15,EMPLEADA,EMPLEADA,SECUNDARIA,MUNICIPIO DE IXTAPALUCA,ESTADO DE MÉXICO,HOMBRE,32,DESEMPLEADO,DESEMPLEADO,PRIMARIA,MUNUCIPIO DE CHIMALHUACAN,ESTADO DE MÉXICO,NA,LA VÍCTIMA SE RESERVO SU DERECHO A PRESENTAR FORMAL QUERELLA EN LA FDS,NINGUNO,DC,PA
2239,GUERRERO,G-012,DEL 24 AL 28 DE NOVIEMBRE DE 2014,GUERRERO,3,28 DE NOVIEMBRE DE 2014,VIERNES,NOVIEMBRE,16:45,16:47,17:20,AGRESIÓN VERBAL Y FÍSICA,AGRESIVA VERBAL Y FÍSICAMENTE,VEJACIONES,ANDEN,MUJER,24,MAESTRA DE PREESCOLAR,EMPLEADA,PROFESIONAL,DELEGACIÓN CUAUHTÉMOC,DF,HOMBRE,43,MAESTRO,EMPLEADO,PROFESIONAL,DELEGACIÓN CUAUHTÉMOC,DF,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,PBI
2240,PANTITLÁN,P-38,DEL 24 AL 28 DE NOVIEMBRE DE 2014,GUELATAO,A,01 DE DICIEMBRE DE 2014,LUNES,DICIEMBRE,08:00,08:50,15:48,TOCAMIENTO EN ÁREA PÚBICA,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,TERCER VAGÓN,MUJER,28,EMPLEADA,EMPLEADA,PROFESIONAL,DELEGACIÓN IZTAPALAPA,DF,HOMBRE,54,MINISTRO RELIGIOSO,EMPLEADO,SECUNDARIA,MUNICIPIO DE LOS REYES,ESTADO DE MÉXICO,NA,LA VÍCTIMA SE RESERVO SU DERECHO A PRESENTAR FORMAL QUERELLA EN LA FDS,NINGUNO,DC,PA
2241,HIDALGO,H-098,DEL 01  AL 05 DE DICIEMBRE DE 2014 ,GUERRERO,3,01 DE DICIEMBRE DE 2014,LUNES,DICIEMBRE,13:55,14:05,19:00,TOCAMIENTO EN GENITALES,PERSISTENTE Y POCO   AGRESIVA,ABUSO SEXUAL,CUARTO VAGÓN,MUJER,13,ESTUDIANTE,ESTUDIANTE,SECUNDARIA,MUNICIPIO DE ECATEPEC DE MORELOS,ESTADO DE MÉXICO,HOMBRE,31,COMERCIANTE,COMERCIANTE,PREPARATORIA,MUNICIPIO DE  TECAMAC,ESTADO DE MÉXICO,NA,LA VÍCTIMA SE RESERVO SU DERECHO A PRESENTAR FORMAL QUERELLA EN LA FDS,NINGIUNO,DC,PA
2242,HIDALGO,H-099,DEL 01  AL 05 DE DICIEMBRE DE 2014 ,ZOCALO,2,02 DE DICIEMBRE DE 2014,MARTES,DICIEMBRE,16:00,16:51,00:47 DEL 03/12/2014,FRICCIÓN DE PENE EN GLÚTEOS,RAPIDA Y VIOLENTA,ABUSO SEXUAL,INTERIOR DE VAGÓN,MUJER,20,ESTUDIANTE,ESTUDIANTE,PROFESIONAL,DELEGACIÓN DE AZCAPOTZALCO,DF,HOMBRE,63,INGENIERO TOPOGRÁFO,EMPLEADO,PROFESIONAL,CUERNAVACA MORELOS,CUERNAVACA MORELOS,NA,NINGUNA,NINGUNO,FDS,PBI
2243,HIDALGO,H-100,DEL 01  AL 05 DE DICIEMBRE DE 2014 ,FUERA DE LAS INSTALACIONES DEL STC ( LUGAR DE TRABAJO DELEGACIÓN VENUSTIANO CARRANZA),FUERA DE LAS INSTALACIONES DEL STC ( LUGAR DE TRABAJO DELEGACIÓN VENUSTIANO CARRANZA),04 DE DICIEMBRE DE 2014,JUEVES,DICIEMBRE,SIN DATO (SOLO MENCIONA EN EL FORMATO QUE FUE EN EL MES DE OCTUBRE DE 2014),12:43,15:13,PALABRAS LASCIVAS Y PERSECUCIÓN CON POSIBLES FINES LASCIVOS,PERSISTENTE Y POCO AGRESIVA,ACOSO SEXUAL,FUERA DE LAS INSTALACIONES DEL STC ( LUGAR DE TRABAJO DELEGACIÓN VENUSTIANO CARRANZA),MUJER,31,POLICIA AUXILIAR,SERVIDORA PÚBLICA,SECUNDARIA,MUNICIPIO DE CHIMALHUACAN,ESTADO DE MÉXICO,HOMBRE,SIN DATO,POLICIA AUXULIAR,SERVIDOR PÚBLICO,SIN DATO,SIN DATO,SIN DATO,SIN DETENIDO,LA VÍCTIMA SE RESERVO SU DERECHO A PRESENTAR FORMAL QUERELLA EN LA FDS,NINGUNO,DC,SIN DETENIDO
2244,BALDERAS,B-110,DEL 01  AL 05 DE DICIEMBRE DE 2014 ,CHILPANCINGO,9,04 DE DICIEMBRE DE 2014,JUEVES,DICIEMBRE,09:20,10:37,17:16,FRICCIÓN DE PENE EN GLÚTEOS,PERSISTENTE Y VIOLENTA,ABUSO SEXUAL,PASILLO DE CORRESPONDENCIA,MUJER,36,EMPLEADA FEDERAL,EMPLEADA FEDERAL,PREPARATORIA,DELEGACIÓN IZTAPALAPA,DF,HOMBRE,34,OBRERO,OFICIO,PREPARATORIA,DELEGACIÓN IZTACALCO,DF,NA,NINGUNA,NINGUNO,FDS,PA
2245,HIDALGO,H-101,DEL 01  AL 05 DE DICIEMBRE DE 2014 ,FUERA DE LAS INSTALACIONES DEL STC ( PASILLO QUE CONDUCE HACIA EL PARADERO SUR DE TASQUEÑA),2,05 DE DICIEMBRE DE 2014,VIERNES,DICIEMBRE,18:20,19:00,03:00 DEL 06/12/2014 ,TOCAMIENTO EN GLÚTEO IZQUIERDO,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,FUERA DE LAS INSTALACIONES DEL STC ( PASILLO QUE CONDUCE HACIA EL PARADERO SUR DE TASQUEÑA),MUJER,24,EMPLEADA,EMPLEADA,PROFESIONAL,DELEGACIÓN IZTACALCO,DF,HOMBRE,18,ALBAÑIL,OFICIO,SECUNDARIA,MUNICIPIO DE CHIMALHUACAN,ESTADO DE MÉXICO,NA,RETRASO POR PARTE DEL PERSONAL DE PBI YA QUE HUBO UN RETRASO DE APROXIMADAMENTE UNA HORA CUARENTA MINUTOS,NINGUNO,FDS,PBI
2246,BALDERAS,B-111,DEL 01  AL 05 DE DICIEMBRE DE 2014 ,AUDITORIO,7,11 DE DICIEMBRE DE 2014,JUEVES,DICIEMBRE,09:10 DEL 10/12/2014,10:14,11:12,TOCAMIENTO EN GLÚTEO DERECHO,RAPIDA Y VIOLENTA,ABUSO SEXUAL,ESCALERAS ELECTRICAS (SALIDA REFORMA),MUJER,30,ABOGADA,ABOGADA,PROFESIONAL,DELEGACIÓN COYOACAN,DF,HOMBRE,20,PLOMERO,OFICIO,PREPARATORIA,MUNICIPIO DE TLALNEPANTLA,ESTADO DE MÉXICO,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,PA
2247,BALDERAS,B-112,DEL 08 AL 12 DE DICIEMBRE DE 2014,FUERA DE LAS INSTALACIONES DEL STC (ESTACIÓN OJO DE AGUA MEXI BUS),FUERA DE LAS INSTALACIONES DEL STC (ESTACIÓN OJO DE AGUA MEXI BUS),11 DE DICIEMBRE DE 2014,JUEVES,DICIEMBRE,28 DE NOVIEMBRE 21:00 ,08:00,15:00,VIOLACIÓN TUMULTUARIA,PERSITENTE Y VIOLENTA,VIOLACIÓN,FUERA DE LAS INSTALACIONES DEL STC (ESTACIÓN OJO DE AGUA MEXI BUS),MUJER,23,TAREAS DEL HOGAR,TAREAS DEL HOGAR,SECUNDARIA,MUNICIPIO ECATEPEC DE MORELOS,DF,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,NA,ELLA NO RECUERDA EL ROSTRO DE NINGUN AGRESOR SOLO PUEDE PRECISAR QUE ERAN APROXIMADAMENTE 8 SUJETOS,NINGUNO,OTRA INSTANCIA (CTA),SIN DETENIDO
2248,HIDALGO,H-102,DEL 08 AL 12 DE DICIEMBRE DE 2014,INDIOS VERDES,3,12 DE DICIEMBRE DE 2014,VIERNES,DICIEMBRE,14:26,14:39,19:49,TOCAMIENTO EN ÁREA PÚBICA,RÁPIDA Y VIOLENTA,ABUSO SEXUAL,SEGUNDO VAGÓN ,MUJER,29,SERVIDORA PÚBLICA,SERVIDORA PÚBLICA,PROFESIONAL,DELEGACIÓN        MIGUEL HIDALGO,DF,HOMBRE,49,ABOGADO ,ABOGADO,PROFESIONAL,DELEGACIÓN CUAUHTÉMOC,DF,NA,NINGUNA,NINGUNO,FDS,PA
